"ENTREZID","statistic"
"83593",8.9029480691444
"3981",8.90249905357405
"162979",8.89962016388053
"100131785",8.88970359023943
"132720",8.88956106693638
"2247",8.88725552540737
"27033",8.87977516848146
"1054",8.87423860707435
"9535",8.87329392610076
"3400",8.86950046476763
"118597835",8.86824950365476
"119863864",8.85747356939951
"8811",8.85524767391645
"100303491",8.85090580344288
"140685",8.85087187129278
"84628",8.84941268380241
"83716",8.84917586087527
"1827",8.83178425883934
"8805",8.82843241682615
"102724907",8.8233994028063
"64218",8.8192519635522
"51307",8.81766941576926
"387119",8.81599153679695
"146512",8.80567146469271
"100270853",8.80465061141416
"85028",8.79904402129321
"2627",8.79496447920877
"55629",8.7859678025082
"6004",8.78538928375774
"7852",8.78535876761777
"4794",8.78364742822124
"151835",8.76846027284927
"147727",8.76162233311461
"107984757",8.75790976618927
"132014",8.74950367548701
"79744",8.74614190402153
"905",8.74228135631691
"9806",8.73961229918726
"105377750",8.73805237347055
"114821",8.73795756718019
"440730",8.73071915635456
"105370357",8.7296581015713
"55064",8.72492419475545
"29075",8.71625751722546
"8682",8.71554554085208
"9668",8.71457102915487
"127814295",8.71449584407763
"64319",8.71424801115788
"256957",8.71237501153147
"7681",8.70636244078643
"6539",8.70620495671271
"57154",8.69834666734387
"340562",8.69664143104426
"9589",8.68993152614959
"760",8.68514024372627
"51807",8.68153010294896
"2901",8.67826860297714
"122786",8.67764435074753
"8601",8.67740918432346
"1006",8.67724782950693
"8632",8.67617753858413
"55620",8.66568225049708
"673",8.65443473133879
"166968",8.65334761270964
"728780",8.65016294896406
"9560",8.64660072775378
"9448",8.64152154522663
"91373",8.63515198756512
"970",8.63408514126256
"10127",8.62868830020089
"5128",8.62466601068549
"25956",8.61664382707963
"6123",8.61662247565406
"285180",8.60598043333587
"117584",8.60539995231434
"101928767",8.60104746068797
"101929072",8.60088345133277
"245711",8.58442958128756
"128346",8.56988405170259
"100133205",8.56969173316869
"2696",8.56898262085973
"85001",8.56312075854365
"25907",8.55092643085759
"10620",8.54814493471562
"4189",8.53519227765059
"84102",8.53288752338841
"22888",8.52993341322211
"196913",8.52381165061671
"6273",8.51864418470498
"53347",8.49970046334832
"5753",8.49890478929403
"768206",8.49753263414714
"5430",8.49585693146821
"284370",8.49069794065367
"51157",8.48846836265263
"284649",8.4860270896468
"154043",8.48558482798032
"84448",8.48344393086937
"100130535",8.4783872048169
"124411",8.47560820667809
"84919",8.47336593675423
"78994",8.47249345647511
"64895",8.46992721501508
"91010",8.46601236571254
"50509",8.46590848482513
"54084",8.4658784802051
"101929532",8.46395123830327
"1756",8.46228555299716
"100270940",8.4545180130478
"7743",8.44915690280759
"163081",8.44283739808431
"105371798",8.44130933139085
"27289",8.42898483883229
"377677",8.42435937694499
"101928062",8.42377003277716
"5507",8.41955635736638
"10081",8.41252219458083
"144406",8.41019563340862
"729970",8.40936620179643
"54494",8.40663975318686
"148932",8.4057089153518
"4294",8.40173660185699
"102724708",8.40009490884599
"105369167",8.39902923213473
"200350",8.39700224300222
"24150",8.37759188841328
"153562",8.37241494325552
"387640",8.37102228107223
"3611",8.36917861563959
"64859",8.36881646008715
"161159",8.36711512502065
"196500",8.36258133439451
"100129195",8.35980949287747
"23116",8.35008828127416
"339324",8.34546432114407
"29116",8.34229116550583
"6218",8.3377475801899
"4826",8.33358129890928
"57018",8.33184812412494
"26276",8.32627623482279
"100506233",8.32385783455641
"79862",8.3167148072519
"50486",8.30991231795244
"22936",8.30923406960359
"7539",8.30820004162119
"389199",8.30709244810623
"94235",8.29877468109686
"101929704",8.29625825065696
"352999",8.29613106865002
"286530",8.29506050067343
"8795",8.29360608834024
"10482",8.27501734488736
"23461",8.27410991510344
"102724474",8.27362029305254
"3218",8.2685709361149
"3576",8.26691562750596
"151636",8.262706339072
"7307",8.26068538269044
"101926907",8.26063144932545
"168374",8.25958770528578
"164684",8.25034477555773
"7001",8.24926440481067
"6271",8.24614895983649
"2872",8.24315355544612
"4929",8.24288262650407
"10773",8.24202408005361
"1318",8.24102836194805
"100507551",8.2395762138512
"285268",8.23494392417765
"51214",8.23243839292184
"85360",8.23204546400045
"55900",8.2311873444016
"54855",8.22338625246707
"729867",8.22045240071387
"5820",8.21349425634849
"100129060",8.21168743258648
"338699",8.21086729602586
"57630",8.21084771723566
"55659",8.2088850688879
"641515",8.20726476048892
"1435",8.20614849184032
"283237",8.20532775827227
"64393",8.20261029173773
"102724168",8.19953272145496
"9903",8.19684716307964
"3263",8.19618904358795
"4007",8.19330064634838
"3223",8.19081191865719
"92285",8.18928907425042
"400657",8.18292459582941
"80345",8.18140857439878
"25977",8.17197752335241
"58512",8.16331156319925
"122809",8.16135232499846
"7087",8.15209509408269
"63920",8.14939149935196
"101928650",8.13897562970152
"1773",8.1238696549168
"60468",8.11832785614463
"157567",8.11697737401532
"256355",8.11294177562462
"4193",8.11283685984692
"25898",8.11208360677619
"84808",8.11092938852092
"101926904",8.10703753765966
"101928736",8.10179033607241
"7805",8.09636521878714
"10906",8.09046762109965
"4163",8.08900935652287
"6752",8.08345726809583
"51569",8.08299783244629
"90410",8.08172983930669
"644135",8.08133150883431
"101927559",8.08090246699278
"7567",8.08032964393685
"5814",8.0792418715426
"57621",8.07448617157083
"108903150",8.0728425494063
"85474",8.07251793411543
"100421595",8.06604434803447
"3112",8.06446352500243
"101928059",8.06432294173971
"3104",8.05977244078794
"3678",8.05841040514749
"83983",8.05218075001067
"284306",8.05129462608097
"84875",8.04981235263702
"7849",8.04850339080687
"57466",8.04673164919211
"4701",8.04328116787067
"100129716",8.04245170765232
"124902204",8.03944413800298
"5277",8.03522661314869
"340485",8.03458835629589
"4318",8.03112808954604
"7559",8.02793496457593
"101928545",8.02254879997648
"94086",8.01982411783482
"10570",8.0170496257395
"112441434",8.01195783138774
"3344",8.00710451863131
"4850",8.00647400248369
"65072",8.00571220713035
"201625",8.00374774986312
"6737",8.00157288424071
"2303",7.99968000591531
"220064",7.99916350243748
"200424",7.9937694438528
"101927811",7.99009576224389
"107987142",7.9897721276675
"7544",7.98897765805469
"9404",7.98785805087399
"64405",7.98019387170456
"2533",7.977467800301
"27128",7.97509373498069
"105375666",7.96998430756313
"3603",7.96621667966429
"100505771",7.96443071068146
"148867",7.95677613808354
"116224",7.95346366627276
"283692",7.95225957771451
"49854",7.95179319952377
"6462",7.94646131060872
"100130771",7.92743838463684
"118813",7.92698650486727
"55180",7.92605756974181
"29841",7.92562607099777
"60485",7.92277397240996
"57657",7.92142974737806
"7553",7.92019368145795
"344558",7.9175929976088
"57541",7.91521506114305
"105376114",7.91410566139228
