"","GSM8231986","GSM8231987","GSM8231988","GSM8231989","GSM8231990","GSM8231991"
"ENSG00000103319",429,312,344,1529,1409,1193
"ENSG00000103326",1005,1111,962,1890,3144,1786
"ENSG00000103335",5726,4533,4641,5974,6346,4405
"ENSG00000103342",3834,4990,3000,5385,7582,6521
"ENSG00000103343",524,660,432,256,365,338
"ENSG00000103351",513,740,404,290,405,400
"ENSG00000103353",2272,2349,1902,2875,3379,3033
"ENSG00000103356",639,774,633,1147,1822,1506
"ENSG00000103363",1208,2898,1141,2429,3531,3314
"ENSG00000103365",1551,1441,1273,1798,2372,2184
"ENSG00000103381",314,375,266,1144,1005,1207
"ENSG00000103404",824,791,745,1446,916,791
"ENSG00000103415",603,1224,549,878,1244,1304
"ENSG00000103423",3836,5257,3314,1987,2901,2845
"ENSG00000103429",1267,2105,1189,2567,2248,2945
"ENSG00000103449",225,285,223,26,24,21
"ENSG00000103460",15,17,10,13,9,20
"ENSG00000103479",578,562,462,1636,1959,1729
"ENSG00000103485",7,20,16,91,101,93
"ENSG00000103489",181,76,84,99,87,73
"ENSG00000103490",19,51,20,197,174,160
"ENSG00000103494",420,516,332,550,593,728
"ENSG00000103495",202,338,270,497,783,481
"ENSG00000103496",2360,4321,2575,1563,1243,1626
"ENSG00000103502",702,1287,667,2149,2651,2052
"ENSG00000103507",521,927,560,1631,1757,1742
"ENSG00000103510",1888,2634,1764,999,1469,1122
"ENSG00000103512",1103,1131,851,2579,1857,2675
"ENSG00000103528",83,100,64,399,358,379
"ENSG00000103534",57,69,72,429,287,354
"ENSG00000103540",1607,1455,1114,813,895,907
"ENSG00000103544",659,669,506,2023,2024,1675
"ENSG00000103549",2461,2732,2583,2227,3292,2427
"ENSG00000103550",419,540,381,904,930,877
"ENSG00000103569",14,19,10,0,0,0
"ENSG00000103591",2210,3423,2028,1916,3068,2739
"ENSG00000103599",73,72,54,76,88,91
"ENSG00000103642",2393,3788,1954,2300,3042,2563
"ENSG00000103647",171,86,72,363,105,146
"ENSG00000103653",1063,1438,988,2393,2816,2405
"ENSG00000103657",1644,1213,1356,2222,2567,1854
"ENSG00000103671",915,1466,842,784,818,884
"ENSG00000103707",521,742,468,649,928,806
"ENSG00000103710",17,14,11,12,8,9
"ENSG00000103723",588,507,433,21,14,11
"ENSG00000103740",273,210,167,16,15,14
"ENSG00000103742",593,515,423,446,346,279
"ENSG00000103769",1556,3049,1458,4675,4444,5538
"ENSG00000103811",174,157,127,1435,1108,868
"ENSG00000103852",1281,1580,974,630,572,716
"ENSG00000103855",882,1084,749,1849,1746,1471
"ENSG00000103876",168,227,135,720,1016,974
"ENSG00000103888",144,88,164,49,49,54
"ENSG00000103932",895,928,902,652,1055,688
"ENSG00000103942",707,653,510,557,629,534
"ENSG00000103966",661,868,553,681,977,714
"ENSG00000103978",400,505,336,593,1102,673
"ENSG00000103994",1781,1531,1310,1436,1947,1402
"ENSG00000103995",294,264,201,470,659,573
"ENSG00000104043",30,36,20,109,116,140
"ENSG00000104044",1,4,4,39,53,52
"ENSG00000104047",289,335,205,462,413,574
"ENSG00000104059",43,50,39,53,42,42
"ENSG00000104064",1400,2196,1189,540,603,677
"ENSG00000104067",4264,3562,3567,7709,5877,6076
"ENSG00000104081",123,86,51,263,94,119
"ENSG00000104093",2183,2069,1707,1594,1795,1773
"ENSG00000104129",174,293,178,179,300,247
"ENSG00000104131",1483,2505,1388,1605,1931,2211
"ENSG00000104133",874,744,689,1078,952,985
"ENSG00000104140",115,318,167,139,355,295
"ENSG00000104142",1383,2048,1434,928,1126,931
"ENSG00000104147",18,23,12,55,115,93
"ENSG00000104154",226,191,170,245,209,180
"ENSG00000104164",1229,1304,855,926,1426,966
"ENSG00000104177",1437,1773,1327,1480,2012,1659
"ENSG00000104205",54,65,38,81,54,50
"ENSG00000104213",46,137,58,174,338,400
"ENSG00000104218",1277,1176,857,748,636,726
"ENSG00000104219",480,445,288,1690,1197,1331
"ENSG00000104221",330,497,283,162,185,168
"ENSG00000104228",1152,1399,955,595,899,640
"ENSG00000104231",796,1420,718,600,590,749
"ENSG00000104267",236,324,153,31,36,49
"ENSG00000104290",160,170,132,476,554,489
"ENSG00000104299",664,870,601,569,546,587
"ENSG00000104312",1529,2406,1401,1018,1306,1383
"ENSG00000104320",932,1605,822,1891,2461,2354
"ENSG00000104321",276,321,220,151,91,110
"ENSG00000104324",29,45,30,254,200,237
"ENSG00000104325",280,410,226,720,868,1015
"ENSG00000104327",33,22,19,2,1,5
"ENSG00000104331",1518,1629,1164,4346,4482,3949
"ENSG00000104332",213,268,303,2254,2025,2020
"ENSG00000104341",750,1053,600,6787,10773,7551
"ENSG00000104343",877,1178,629,566,521,488
"ENSG00000104356",354,444,332,760,1179,916
"ENSG00000104361",145,165,139,302,194,259
"ENSG00000104365",1429,1596,1421,1653,2133,1744
"ENSG00000104368",111,73,46,179,107,120
"ENSG00000104375",631,841,522,695,892,942
"ENSG00000104381",843,1244,711,493,640,564
"ENSG00000104388",1549,2471,1288,3873,4059,4490
"ENSG00000104408",2106,4173,2263,7531,7543,10489
"ENSG00000104412",600,1046,498,717,841,1112
"ENSG00000104413",8,8,5,12,13,10
"ENSG00000104419",2065,2358,1572,3857,3307,3350
"ENSG00000104427",238,301,165,267,142,253
"ENSG00000104432",60,58,35,16,7,5
"ENSG00000104442",861,1182,718,1425,2018,1790
"ENSG00000104447",57,26,27,7,10,8
"ENSG00000104450",689,903,563,584,619,671
"ENSG00000104472",857,1063,685,1340,834,1358
"ENSG00000104490",997,1160,867,63,125,134
"ENSG00000104497",363,496,283,116,182,186
"ENSG00000104517",4263,3534,3464,3534,3962,3372
"ENSG00000104518",574,950,579,1483,2553,1721
"ENSG00000104522",1823,3664,1981,1434,1692,1915
"ENSG00000104524",129,256,141,755,1253,951
"ENSG00000104529",2126,1828,1647,3112,4846,3683
"ENSG00000104537",9,7,9,253,292,514
"ENSG00000104549",2276,2817,1699,2614,3936,2951
"ENSG00000104611",883,1266,763,1171,1216,1485
"ENSG00000104613",636,1076,634,1980,2747,2470
"ENSG00000104626",621,890,542,1046,1379,1289
"ENSG00000104635",3380,3247,2550,4797,5116,4406
"ENSG00000104643",737,853,582,594,676,589
"ENSG00000104660",567,869,429,2033,1716,2197
"ENSG00000104671",333,602,281,430,356,579
"ENSG00000104679",1143,1982,1139,826,1097,1000
"ENSG00000104687",940,1325,905,7628,10479,8576
"ENSG00000104689",979,844,668,683,829,656
"ENSG00000104691",243,382,193,321,399,474
"ENSG00000104695",3475,5161,2831,2556,3373,2989
"ENSG00000104714",741,752,555,859,797,875
"ENSG00000104722",371,341,222,21,11,5
"ENSG00000104723",493,538,334,2178,2633,2196
"ENSG00000104728",97,76,73,88,72,65
"ENSG00000104731",1782,1824,1391,1386,2256,1509
"ENSG00000104738",525,709,493,6104,8591,7803
"ENSG00000104756",2061,2732,1906,1987,2549,2433
"ENSG00000104760",20,22,16,342,383,474
"ENSG00000104763",458,635,374,2858,2720,3290
"ENSG00000104765",838,847,524,2618,2641,2527
"ENSG00000104774",1217,1158,936,1148,1071,1012
"ENSG00000104783",1892,3140,1766,1804,1651,1482
"ENSG00000104804",126,128,111,3,1,2
"ENSG00000104805",1268,1586,1112,6865,7167,6268
"ENSG00000104808",153,155,119,18,31,34
"ENSG00000104812",1108,1060,1022,1518,1490,1552
"ENSG00000104814",46,36,31,42,64,40
"ENSG00000104823",1065,1607,926,2426,3584,3172
"ENSG00000104824",7462,10036,7256,8193,8004,7963
"ENSG00000104825",5928,9421,5861,1235,2097,1593
"ENSG00000104826",20,11,10,1,3,8
"ENSG00000104833",77,86,66,457,445,476
"ENSG00000104835",16,26,24,58,105,62
"ENSG00000104848",80,12,26,27,16,9
"ENSG00000104852",11865,16344,10727,13325,21907,16868
"ENSG00000104853",2914,3461,2721,7013,5333,6788
"ENSG00000104856",4108,5360,3699,900,1165,850
"ENSG00000104859",3850,6348,4217,1988,2159,2297
"ENSG00000104863",87,218,101,163,338,278
"ENSG00000104866",1883,2197,1633,1674,2099,1762
"ENSG00000104870",227,342,245,1782,1950,1585
"ENSG00000104872",1802,2932,1678,1720,2783,2285
"ENSG00000104879",27,14,23,7,5,4
"ENSG00000104880",745,865,678,1420,977,1078
"ENSG00000104881",1422,999,886,1652,1348,847
"ENSG00000104883",69,68,47,116,120,109
"ENSG00000104884",735,866,641,1145,1595,1042
"ENSG00000104885",937,1197,962,1090,1440,1094
"ENSG00000104886",718,1395,891,834,1664,1069
"ENSG00000104888",79,83,68,25,30,44
"ENSG00000104892",52,62,34,52,48,37
"ENSG00000104894",58,33,59,401,429,208
"ENSG00000104897",1113,1413,1054,1394,1362,1259
"ENSG00000104899",461,576,363,486,1031,550
"ENSG00000104901",42,48,36,35,34,40
"ENSG00000104903",8,10,4,15,22,14
"ENSG00000104904",5210,10210,4923,3677,6083,5697
"ENSG00000104907",1169,1959,1211,1004,1347,1117
"ENSG00000104915",2169,4414,2242,1147,1300,1199
"ENSG00000104936",3292,3339,2593,2422,2498,1661
"ENSG00000104938",18,16,11,1,0,0
"ENSG00000104941",64,35,50,3,1,0
"ENSG00000104946",670,1025,759,1181,1394,1204
"ENSG00000104951",139,297,144,4,20,5
"ENSG00000104953",10,26,11,82,116,116
"ENSG00000104957",1115,1457,914,473,584,530
"ENSG00000104960",762,1030,798,1415,2986,1397
"ENSG00000104964",1017,1773,967,2848,2623,3312
"ENSG00000104967",129,125,126,119,89,76
"ENSG00000104969",1795,2478,1534,2147,2824,2337
"ENSG00000104973",1064,1519,1258,1653,1901,1701
"ENSG00000104976",134,319,168,612,768,690
"ENSG00000104979",645,1568,584,1260,1632,1872
"ENSG00000104980",1330,1883,1322,759,1112,982
"ENSG00000104983",303,464,259,377,642,432
"ENSG00000104998",313,412,260,433,465,435
"ENSG00000105011",298,419,255,1000,1247,1259
"ENSG00000105048",401,979,505,2612,4591,3850
"ENSG00000105053",1208,1517,1147,919,1028,1035
"ENSG00000105058",1355,2344,1162,1257,1153,1730
"ENSG00000105063",3263,4063,3380,4596,5784,4445
"ENSG00000105072",269,242,209,108,130,134
"ENSG00000105085",319,401,270,97,71,104
"ENSG00000105088",221,253,168,1160,693,762
"ENSG00000105127",715,936,675,1023,1009,1105
"ENSG00000105135",676,987,630,1501,2450,1839
"ENSG00000105136",718,1066,651,156,164,245
"ENSG00000105137",2530,3772,2761,1062,1042,837
"ENSG00000105146",52,82,52,7,4,6
"ENSG00000105171",1328,2353,1216,1455,1903,2146
"ENSG00000105173",477,973,589,820,950,1043
"ENSG00000105176",1733,2441,1501,4162,5128,4925
"ENSG00000105185",5228,10778,4679,3222,3496,5460
"ENSG00000105186",1395,1513,1157,1870,2392,2120
"ENSG00000105193",19022,44170,18137,48233,57135,66388
"ENSG00000105197",4098,5174,3464,5511,8655,7343
"ENSG00000105202",2708,5592,2784,9219,13868,12566
"ENSG00000105204",1018,1071,812,1207,1018,1018
"ENSG00000105219",553,520,427,22,17,5
"ENSG00000105220",1800,2829,1898,16907,18468,19460
"ENSG00000105221",4278,4523,3965,7876,7988,7969
"ENSG00000105223",2706,2787,1964,9440,8886,8593
"ENSG00000105227",366,360,361,365,490,305
"ENSG00000105229",1000,1357,938,645,961,757
"ENSG00000105245",1385,1315,1221,2488,2986,2562
"ENSG00000105246",180,258,197,17,28,34
"ENSG00000105248",291,717,371,334,498,412
"ENSG00000105254",2033,3787,2057,5673,7095,7461
"ENSG00000105255",125,217,129,597,556,671
"ENSG00000105258",113,375,161,182,1037,283
"ENSG00000105261",60,86,59,11,21,9
"ENSG00000105270",253,171,232,124,101,103
"ENSG00000105281",8403,11061,6737,6537,9582,7195
"ENSG00000105287",1814,1810,1520,1455,1192,1297
"ENSG00000105289",191,135,126,77,118,146
"ENSG00000105290",1275,1312,1055,3432,4887,3952
"ENSG00000105298",1450,1849,1349,581,866,669
"ENSG00000105321",1701,2489,1667,922,1588,1098
"ENSG00000105323",4882,6085,5029,14422,14047,13883
"ENSG00000105325",1237,1551,1205,1401,1598,1315
"ENSG00000105327",5449,7852,4624,394,423,441
"ENSG00000105329",3842,4087,2997,9392,7623,6213
"ENSG00000105339",3462,3330,2809,1851,1896,1636
"ENSG00000105341",1056,1771,1033,2630,3975,3618
"ENSG00000105355",752,1043,643,2157,2659,2340
"ENSG00000105357",353,314,334,1395,1691,1111
"ENSG00000105364",481,909,479,706,1015,974
"ENSG00000105369",109,110,87,13,19,7
"ENSG00000105372",13398,28760,12266,39851,58200,54922
"ENSG00000105373",3575,6761,3752,10321,12428,10986
"ENSG00000105374",58,45,46,11,2,11
"ENSG00000105376",383,621,509,42,119,77
"ENSG00000105379",392,376,233,668,1249,754
"ENSG00000105393",385,519,311,228,541,253
"ENSG00000105397",2726,2830,2554,1904,2556,2006
"ENSG00000105401",3050,5379,2959,3326,3690,4329
"ENSG00000105402",1137,1295,1016,739,1163,918
"ENSG00000105404",216,347,216,419,1574,433
"ENSG00000105409",13,20,12,9,13,14
"ENSG00000105419",1194,1196,935,1974,2555,1911
"ENSG00000105426",713,420,548,5919,5482,3944
"ENSG00000105427",54,108,56,112,317,182
"ENSG00000105429",2978,2621,2414,7945,8231,5749
"ENSG00000105438",2111,3035,1876,9044,7167,8582
"ENSG00000105443",2974,3661,2563,3455,4253,3108
"ENSG00000105447",1945,3492,2075,2287,3960,3282
"ENSG00000105464",597,466,436,951,1412,908
"ENSG00000105467",9,7,4,15,26,30
"ENSG00000105472",230,683,291,143,221,173
"ENSG00000105479",70,75,58,33,46,42
"ENSG00000105483",779,840,673,772,918,927
"ENSG00000105486",404,493,345,2441,3939,2820
"ENSG00000105497",791,992,601,251,255,327
"ENSG00000105499",1155,1133,955,45,29,20
"ENSG00000105509",141,114,81,82,52,41
"ENSG00000105514",113,83,97,435,488,321
"ENSG00000105516",280,576,305,285,507,287
"ENSG00000105518",437,1031,454,511,979,595
"ENSG00000105519",40,47,26,78,96,58
"ENSG00000105520",505,705,475,853,864,815
"ENSG00000105523",115,62,67,12,26,16
"ENSG00000105538",122,87,82,48,72,52
"ENSG00000105549",211,172,214,7,5,4
"ENSG00000105550",16,22,15,0,0,2
"ENSG00000105552",1299,1799,1087,2238,2825,2676
"ENSG00000105556",467,458,389,424,509,484
"ENSG00000105559",16392,28019,18469,195,126,84
"ENSG00000105568",1894,3106,1911,8196,12006,9260
"ENSG00000105576",1773,2054,1699,1684,2086,2089
"ENSG00000105605",306,397,345,1387,1128,1202
"ENSG00000105607",567,664,440,388,773,593
"ENSG00000105612",204,328,197,809,817,888
"ENSG00000105613",79,86,63,116,140,126
"ENSG00000105617",538,1233,443,366,339,506
"ENSG00000105618",891,1441,775,1646,2529,2143
"ENSG00000105619",393,691,376,335,562,398
"ENSG00000105639",65,59,46,195,138,129
"ENSG00000105640",4757,11797,4631,16485,9009,21477
"ENSG00000105641",19,11,14,20,7,11
"ENSG00000105642",1013,1304,912,104,96,82
"ENSG00000105643",915,1133,822,942,1091,995
"ENSG00000105649",20,33,33,42,26,32
"ENSG00000105650",41,23,36,1,6,2
"ENSG00000105655",271,396,296,2489,2670,2854
"ENSG00000105656",931,1148,757,270,286,287
"ENSG00000105662",392,285,262,1006,606,627
"ENSG00000105668",106,118,104,22,24,23
"ENSG00000105669",792,1241,687,968,1439,1160
"ENSG00000105671",937,1619,875,599,965,873
"ENSG00000105672",61,86,74,29,51,36
"ENSG00000105675",3423,4802,3452,26,16,10
"ENSG00000105676",205,385,243,642,1216,881
"ENSG00000105677",1458,3344,1550,3974,5042,4678
"ENSG00000105679",61,36,39,4,2,1
"ENSG00000105694",14,18,16,0,0,0
"ENSG00000105696",121,163,95,289,246,191
"ENSG00000105698",1491,2479,1508,3701,3184,4118
"ENSG00000105699",1087,1866,905,242,350,268
"ENSG00000105700",563,832,482,666,951,838
"ENSG00000105701",1274,1909,1070,4472,7393,5080
"ENSG00000105705",835,1311,674,672,733,776
"ENSG00000105707",25,20,20,1,2,2
"ENSG00000105708",390,662,422,92,119,105
"ENSG00000105711",526,528,374,709,509,605
"ENSG00000105717",86,131,81,63,118,61
"ENSG00000105722",5798,8988,6147,3997,4854,4938
"ENSG00000105723",2620,3804,2270,2465,2817,2810
"ENSG00000105726",1726,2198,1680,1714,2319,1772
"ENSG00000105732",2966,4995,2941,1388,1777,1588
"ENSG00000105737",545,320,360,57,64,25
"ENSG00000105738",4664,3082,3550,5453,4389,3518
"ENSG00000105755",263,471,230,414,446,511
"ENSG00000105767",353,585,345,880,909,1058
"ENSG00000105771",1882,2691,1988,1770,1944,1809
"ENSG00000105778",1584,1748,1295,1919,2032,1911
"ENSG00000105784",12,14,11,2,2,2
"ENSG00000105792",239,291,224,121,113,138
"ENSG00000105793",677,883,473,449,556,602
"ENSG00000105808",33,22,17,32,9,13
"ENSG00000105810",3326,3184,2737,3180,2884,2350
"ENSG00000105819",2669,5016,2720,2184,2123,2580
"ENSG00000105821",1605,2492,1530,815,1243,1159
"ENSG00000105825",2351,5537,3177,9865,7911,9574
"ENSG00000105829",883,1526,724,785,1352,1044
"ENSG00000105835",3572,4612,2581,2202,2713,3305
"ENSG00000105849",1480,1786,1095,776,1044,908
"ENSG00000105852",238,418,241,862,914,1000
"ENSG00000105854",1171,1489,937,9001,9936,10637
"ENSG00000105855",816,847,636,61,53,41
"ENSG00000105856",1945,1903,1449,1034,833,1078
"ENSG00000105865",317,413,201,127,125,137
"ENSG00000105866",484,445,339,251,198,212
"ENSG00000105875",804,956,689,385,471,401
"ENSG00000105877",122,113,109,8,18,23
"ENSG00000105879",1315,1906,1264,869,597,915
"ENSG00000105887",3145,3568,2445,5496,5854,5977
"ENSG00000105926",284,346,272,785,887,936
"ENSG00000105928",545,583,428,2480,2689,2516
"ENSG00000105939",34048,35098,27600,2691,2422,2416
"ENSG00000105948",2588,2299,1590,470,332,496
"ENSG00000105953",1937,1926,1394,3187,3864,3521
"ENSG00000105963",1224,1521,976,55,100,50
"ENSG00000105967",26,15,10,6,13,17
"ENSG00000105968",1106,1602,938,4923,5455,5487
"ENSG00000105971",2169,3307,1760,6572,4898,5853
"ENSG00000105974",3883,5703,3425,15628,8991,13522
"ENSG00000105976",2745,2953,2301,7721,7943,7095
"ENSG00000105982",73,60,58,38,50,40
"ENSG00000105983",590,681,478,1988,2082,1942
"ENSG00000105991",657,1115,582,127,95,156
"ENSG00000105993",3819,4813,3018,3356,2825,3658
"ENSG00000105996",207,289,193,79,98,108
"ENSG00000105997",1043,1365,897,736,688,572
"ENSG00000106003",329,257,163,696,427,421
"ENSG00000106004",480,798,361,146,236,185
"ENSG00000106006",26,19,34,15,18,27
"ENSG00000106009",827,791,638,1668,3691,1967
"ENSG00000106012",720,677,590,1507,1523,1339
"ENSG00000106018",64,74,55,12,13,8
"ENSG00000106025",34,34,12,55,77,58
"ENSG00000106028",1557,2975,1516,2229,2147,3478
"ENSG00000106031",575,709,517,240,201,242
"ENSG00000106034",41,38,26,5,6,1
"ENSG00000106038",123,161,90,5,4,6
"ENSG00000106049",763,916,534,1929,2307,2372
"ENSG00000106052",2788,3690,2288,3826,4272,4593
"ENSG00000106070",5244,5897,4158,2752,2115,2157
"ENSG00000106077",262,351,191,353,461,415
"ENSG00000106078",69,66,74,289,364,354
"ENSG00000106080",821,695,532,638,730,794
"ENSG00000106086",763,782,584,410,614,504
"ENSG00000106089",1199,1559,1003,1319,1053,1161
"ENSG00000106100",214,144,187,580,429,426
"ENSG00000106105",3115,5171,2913,3356,4365,3953
"ENSG00000106113",33,25,37,1,3,1
"ENSG00000106123",11,22,5,39,58,54
"ENSG00000106125",16,11,10,5,25,8
"ENSG00000106133",29,20,22,17,1,12
"ENSG00000106144",611,584,478,1208,1180,1029
"ENSG00000106153",2086,4442,1879,5983,9668,9079
"ENSG00000106211",8426,15852,7183,19773,14467,17594
"ENSG00000106244",2247,3407,2188,4661,3255,5841
"ENSG00000106245",848,1786,865,669,1530,999
"ENSG00000106246",150,277,159,106,144,88
"ENSG00000106258",297,304,208,221,206,274
"ENSG00000106261",2972,2379,2280,2397,2637,2187
"ENSG00000106263",4093,5805,3707,8534,15844,10021
"ENSG00000106266",780,816,640,1406,1936,1534
"ENSG00000106268",254,511,279,871,1106,1350
"ENSG00000106290",707,717,722,1381,1750,1379
"ENSG00000106299",2318,2704,1791,1576,1185,1331
"ENSG00000106305",241,439,218,712,868,986
"ENSG00000106327",53,68,46,136,141,179
"ENSG00000106328",55,36,21,1,0,1
"ENSG00000106330",108,169,100,530,514,549
"ENSG00000106333",66,154,92,245,233,269
"ENSG00000106336",6,14,18,7,8,21
"ENSG00000106344",1153,1382,1083,1525,2357,1843
"ENSG00000106346",1119,1102,891,737,878,707
"ENSG00000106348",456,672,408,2489,3989,2974
"ENSG00000106351",156,150,122,917,1069,1096
"ENSG00000106355",921,1654,844,969,1488,1398
"ENSG00000106366",15683,13641,9322,60319,18225,19453
"ENSG00000106367",927,2112,958,2107,3939,3410
"ENSG00000106392",957,1301,672,1272,1253,1600
"ENSG00000106397",1373,1877,1447,2102,2358,2061
"ENSG00000106399",274,574,251,700,1673,1233
"ENSG00000106400",1266,2315,1093,1493,2129,1807
"ENSG00000106404",1051,992,790,346,496,440
"ENSG00000106415",533,596,343,118,74,71
"ENSG00000106443",755,1119,794,1467,1648,1706
"ENSG00000106459",404,521,304,505,633,574
"ENSG00000106460",606,765,499,4792,4184,5499
"ENSG00000106462",2420,3156,2101,1234,2081,1980
"ENSG00000106477",226,305,203,549,469,517
"ENSG00000106479",476,380,340,369,333,277
"ENSG00000106483",173,245,117,513,683,596
"ENSG00000106484",404,718,416,851,919,929
"ENSG00000106524",422,557,317,518,691,622
"ENSG00000106537",239,243,106,416,660,586
"ENSG00000106541",229,507,222,583,1275,2132
"ENSG00000106546",1805,1887,1213,711,820,690
"ENSG00000106554",1103,1875,956,1820,2699,2617
"ENSG00000106560",7,11,5,11,8,15
"ENSG00000106588",63,124,82,85,113,126
"ENSG00000106591",2009,3345,1631,1220,1407,1680
"ENSG00000106603",1122,1863,973,1605,1470,2163
"ENSG00000106605",536,1133,503,1599,2820,2058
"ENSG00000106608",1462,1868,1274,1310,1392,1159
"ENSG00000106609",2215,2551,1657,3773,3070,3062
"ENSG00000106610",230,229,206,279,311,385
"ENSG00000106615",1832,3201,1419,2522,3902,3385
"ENSG00000106617",806,1062,611,810,938,919
"ENSG00000106624",103,126,84,168,163,109
"ENSG00000106628",744,1466,845,3366,4577,4559
"ENSG00000106635",1065,1769,906,1097,1332,1238
"ENSG00000106636",3056,4585,2760,3466,4283,4033
"ENSG00000106638",1145,1629,1185,1850,1924,1924
"ENSG00000106665",1796,1553,1412,2758,2850,2134
"ENSG00000106682",7726,11078,7039,9756,8645,11665
"ENSG00000106683",581,490,390,2919,2618,2140
"ENSG00000106686",344,442,298,102,83,96
"ENSG00000106688",27,21,26,118,138,140
"ENSG00000106689",15,29,25,103,188,130
"ENSG00000106692",1294,1088,876,902,909,897
"ENSG00000106701",1344,1655,954,307,301,290
"ENSG00000106714",219,211,188,1031,824,942
"ENSG00000106723",871,1053,792,2890,2565,2428
"ENSG00000106733",117,182,97,153,142,136
"ENSG00000106771",2562,2225,1796,7495,6241,5525
"ENSG00000106772",46,55,39,1,8,4
"ENSG00000106780",658,547,455,2521,2359,2128
"ENSG00000106785",2636,3127,2392,751,837,687
"ENSG00000106789",41,60,55,124,108,175
"ENSG00000106799",1429,1078,791,3731,2444,1971
"ENSG00000106803",1521,3734,1478,1680,1080,2282
"ENSG00000106804",164,176,200,2657,3298,4047
"ENSG00000106823",12,17,13,4,1,4
"ENSG00000106829",892,977,744,682,802,684
"ENSG00000106852",17,9,12,20,11,22
"ENSG00000106853",957,1432,927,5689,9519,9614
"ENSG00000106868",561,520,374,1093,801,831
"ENSG00000106927",8,2,3,233,137,156
"ENSG00000106948",383,342,318,303,225,275
"ENSG00000106976",1201,741,883,12405,7967,7341
"ENSG00000106991",50,26,39,42,62,52
"ENSG00000106992",109,168,109,106,183,122
"ENSG00000106993",945,1482,809,487,695,591
"ENSG00000107014",9,18,11,13,5,16
"ENSG00000107020",163,274,111,433,364,697
"ENSG00000107021",831,970,662,879,1095,846
"ENSG00000107036",1774,1539,1168,892,914,940
"ENSG00000107077",934,1038,682,556,536,569
"ENSG00000107099",28,36,33,38,90,68
"ENSG00000107104",435,429,337,1086,982,1076
"ENSG00000107105",16,26,23,3,1,6
"ENSG00000107130",770,808,567,1717,1820,1566
"ENSG00000107140",863,1172,746,947,1085,900
"ENSG00000107147",43,19,33,1,1,3
"ENSG00000107159",11,37,24,52,223,141
"ENSG00000107164",2109,2230,1675,2245,1733,2354
"ENSG00000107165",37,27,24,2,1,0
"ENSG00000107175",1843,3750,1924,1229,1967,1450
"ENSG00000107185",1239,1159,1211,1011,1211,1062
"ENSG00000107186",1224,1040,942,2463,2181,2198
"ENSG00000107201",4260,6091,4267,284,267,247
"ENSG00000107223",3797,8170,3410,3973,3977,5450
"ENSG00000107249",1107,986,864,1772,1048,1345
"ENSG00000107262",702,1219,603,1200,2478,1654
"ENSG00000107263",1216,1154,1087,2372,2257,2019
"ENSG00000107281",564,917,603,1270,2758,1407
"ENSG00000107282",24,19,16,26,25,23
"ENSG00000107290",2430,2532,2095,2676,2532,2579
"ENSG00000107295",35,41,27,2,0,0
"ENSG00000107331",408,372,429,3229,4059,2998
"ENSG00000107338",794,918,576,551,912,488
"ENSG00000107341",1653,2264,1393,3842,4147,3439
"ENSG00000107362",897,898,598,624,989,692
"ENSG00000107371",490,638,428,431,1002,684
"ENSG00000107372",3640,4594,2719,7145,6704,6480
"ENSG00000107404",1382,1833,1189,2539,2990,2720
"ENSG00000107438",692,1290,704,4125,4222,4585
"ENSG00000107443",945,1081,737,426,451,488
"ENSG00000107485",1687,2196,1757,237,196,151
"ENSG00000107518",20,19,20,66,125,113
"ENSG00000107521",1020,1551,935,932,1103,837
"ENSG00000107537",450,559,328,808,773,1048
"ENSG00000107551",163,207,122,195,173,212
"ENSG00000107554",1891,1771,1623,2051,1231,1376
"ENSG00000107560",1160,1216,882,866,728,917
"ENSG00000107562",15,30,30,6,12,14
"ENSG00000107566",1012,1435,903,2832,2874,3031
"ENSG00000107581",5471,6716,5673,15383,18840,15301
"ENSG00000107593",64,54,53,3,3,1
"ENSG00000107611",51,22,38,13,13,9
"ENSG00000107614",101,127,79,175,115,172
"ENSG00000107625",1042,1498,900,1435,1628,1617
"ENSG00000107643",965,1051,608,964,828,907
"ENSG00000107651",2656,3349,2154,2325,2882,2814
"ENSG00000107669",655,819,529,1306,1501,1445
"ENSG00000107672",672,836,512,1218,2342,1809
"ENSG00000107679",1508,1494,1057,1743,1353,1387
"ENSG00000107719",123,194,179,722,1031,782
"ENSG00000107731",224,164,131,12,36,7
"ENSG00000107736",87,40,69,147,90,102
"ENSG00000107738",338,386,257,1376,1228,1046
"ENSG00000107742",376,291,234,48,68,59
"ENSG00000107745",678,919,554,2546,2223,2654
"ENSG00000107758",521,775,464,1344,1473,1275
"ENSG00000107771",1214,1248,843,1053,1020,903
"ENSG00000107779",763,822,573,1706,1462,1426
"ENSG00000107789",698,986,498,1281,1783,1659
"ENSG00000107796",248,225,131,134,158,134
"ENSG00000107798",2007,2304,1514,2163,1936,2355
"ENSG00000107815",1345,1872,1191,1202,1554,1472
"ENSG00000107816",1253,1669,1249,2343,3348,2543
"ENSG00000107819",1099,1211,944,1599,1281,1344
"ENSG00000107821",170,304,161,206,326,275
"ENSG00000107829",780,853,574,1114,1085,982
"ENSG00000107831",29,33,12,7,7,0
"ENSG00000107833",320,941,484,978,2073,1584
"ENSG00000107854",2105,2073,1657,2356,2739,2436
"ENSG00000107859",8,16,10,7,11,10
"ENSG00000107862",4328,3910,4104,3283,2807,2703
